% Model:              microstrip_patch_antenna.mph
% Version:            COMSOL 5.0.0.243
% Date:               Mar 31 2023, 16:50
% Dimension:          3
% Nodes:              1000000
% Expressions:        1
% Description:        Electric field, y component
% Length unit:        mm
% Theta           Phi              r
0.66639844        4.37918976       0.03337383
0.66639844        4.44265628       0.03387598
0.66639844        4.50612280       0.03422567
0.66639844        4.56958931       0.03442157
0.66639844        4.63305583       0.03446305
0.66639844        4.69652235       0.03435013
0.66639844        4.75998887       0.03408357
0.66639844        4.82345539       0.03366488
0.66639844        4.88692191       0.03309645
0.66639844        4.95038842       0.03238164
0.66639844        5.01385494       0.03152497
0.66639844        5.07732146       0.03053235
0.66639844        5.14078798       0.02941151
0.66639844        5.20425450       0.02817246
0.66639844        5.26772102       0.02682826
0.66639844        5.33118753       0.02539615
0.66639844        5.39465405       0.02389907
0.66639844        5.45812057       0.02236795
0.66639844        5.52158709       0.02084485
0.66639844        5.58505361       0.01938699
0.66639844        5.64852012       0.01807116
0.66639844        5.71198664       0.01699625
0.66639844        5.77545316       0.01627901
0.66639844        5.83891968       0.01603671
0.66639844        5.90238620       0.01635636
0.66639844        5.96585272       0.01726616
0.66639844        6.02931923       0.01873134
0.66639844        6.09278575       0.02067606
0.66639844        6.15625227       0.02301201
0.66639844        6.21971879       0.02565706
0.66639844        6.28318531       0.02854212
0.69813170        0.00000000       0.02854212
0.69813170        0.06346652       0.02570515
0.69813170        0.12693304       0.02305887
0.69813170        0.19039955       0.02066638
0.69813170        0.25386607       0.01860570
0.69813170        0.31733259       0.01696747
0.69813170        0.38079911       0.01584223
0.69813170        0.44426563       0.01529378
0.69813170        0.50773215       0.01532847
0.69813170        0.57119866       0.01588414
0.69813170        0.63466518       0.01685100
0.69813170        0.69813170       0.01810673
0.69813170        0.76159822       0.01954196
0.69813170        0.82506474       0.02106965
0.69813170        0.88853126       0.02262437
0.69813170        0.95199777       0.02415791
0.69813170        1.01546429       0.02563487
0.69813170        1.07893081       0.02702896
0.69813170        1.14239733       0.02832048
0.69813170        1.20586385       0.02949450
0.69813170        1.26933037       0.03053957
0.69813170        1.33279688       0.03144691
0.69813170        1.39626340       0.03220982
0.69813170        1.45972992       0.03282327
0.69813170        1.52319644       0.03328357
0.69813170        1.58666296       0.03358823
0.69813170        1.65012947       0.03373577
0.69813170        1.71359599       0.03372560
0.69813170        1.77706251       0.03355800
0.69813170        1.84052903       0.03323401
0.69813170        1.90399555       0.03275541
0.69813170        1.96746207       0.03212466
0.69813170        2.03092858       0.03134491
0.69813170        2.09439510       0.03041996
0.69813170        2.15786162       0.02935423
0.69813170        2.22132814       0.02815276
0.69813170        2.28479466       0.02682118
0.69813170        2.34826118       0.02536567
0.69813170        2.41172769       0.02379299
0.69813170        2.47519421       0.02211039
0.69813170        2.53866073       0.02032564
0.69813170        2.60212725       0.01844697
0.69813170        2.66559377       0.01623820
0.69813170        2.72906028       0.01395693
0.69813170        2.79252680       0.01172617
0.69813170        2.85599332       0.00953760
0.69813170        2.91945984       0.00738318
0.69813170        2.98292636       0.00525507
0.69813170        3.04639288       0.00314562
0.69813170        3.10985939       0.00104731
0.69813170        3.17332591       0.00104731
0.69813170        3.23679243       0.00314562
0.69813170        3.30025895       0.00525507
0.69813170        3.36372547       0.00738318
0.69813170        3.42719199       0.00953760
0.69813170        3.49065850       0.01172617
0.69813170        3.55412502       0.01395693
0.69813170        3.61759154       0.01623820
0.69813170        3.68105806       0.01844697
0.69813170        3.74452458       0.02032564
0.69813170        3.80799110       0.02211039
0.69813170        3.87145761       0.02379299
0.69813170        3.93492413       0.02536567
0.69813170        3.99839065       0.02682118
0.69813170        4.06185717       0.02815276
0.69813170        4.12532369       0.02935423
0.69813170        4.18879020       0.03041996
0.69813170        4.25225672       0.03134491
0.69813170        4.31572324       0.03212466
0.69813170        4.37918976       0.03275541
0.69813170        4.44265628       0.03323401
0.69813170        4.50612280       0.03355800
0.69813170        4.56958931       0.03372560
0.69813170        4.63305583       0.03373577
0.69813170        4.69652235       0.03358823
0.69813170        4.75998887       0.03328357
0.69813170        4.82345539       0.03282327
0.69813170        4.88692191       0.03220982
0.69813170        4.95038842       0.03144691
0.69813170        5.01385494       0.03053957
0.69813170        5.07732146       0.02949450
0.69813170        5.14078798       0.02832048
0.69813170        5.20425450       0.02702896
0.69813170        5.26772102       0.02563487
0.69813170        5.33118753       0.02415791
0.69813170        5.39465405       0.02262437
0.69813170        5.45812057       0.02106965
0.69813170        5.52158709       0.01954196
0.69813170        5.58505361       0.01810673
0.69813170        5.64852012       0.01685100
0.69813170        5.71198664       0.01588414
0.69813170        5.77545316       0.01532847
0.69813170        5.83891968       0.01529378
0.69813170        5.90238620       0.01584223
0.69813170        5.96585272       0.01696747
0.69813170        6.02931923       0.01860570
0.69813170        6.09278575       0.02066638
0.69813170        6.15625227       0.02305887
0.69813170        6.21971879       0.02570515
0.69813170        6.28318531       0.02854212
0.72986496        0.00000000       0.02854212
0.72986496        0.06346652       0.02576715
0.72986496        0.12693304       0.02313792
0.72986496        0.19039955       0.02071089
0.72986496        0.25386607       0.01855777
0.72986496        0.31733259       0.01676664
0.72986496        0.38079911       0.01543544
0.72986496        0.44426563       0.01465115
0.72986496        0.50773215       0.01445577
0.72986496        0.57119866       0.01482001
0.72986496        0.63466518       0.01564998
0.72986496        0.69813170       0.01682200
0.72986496        0.76159822       0.01821673
0.72986496        0.82506474       0.01973601
0.72986496        0.88853126       0.02130512
0.72986496        0.95199777       0.02286902
0.72986496        1.01546429       0.02438733
0.72986496        1.07893081       0.02583021
0.72986496        1.14239733       0.02717534
0.72986496        1.20586385       0.02840579
0.72986496        1.26933037       0.02950858
0.72986496        1.33279688       0.03047375
0.72986496        1.39626340       0.03129367
0.72986496        1.45972992       0.03196258
0.72986496        1.52319644       0.03247628
0.72986496        1.58666296       0.03283187
0.72986496        1.65012947       0.03302763
0.72986496        1.71359599       0.03306288
0.72986496        1.77706251       0.03293784
0.72986496        1.84052903       0.03265364
0.72986496        1.90399555       0.03221218
0.72986496        1.96746207       0.03161614
0.72986496        2.03092858       0.03086892
0.72986496        2.09439510       0.02997460
0.72986496        2.15786162       0.02893790
0.72986496        2.22132814       0.02776416
0.72986496        2.28479466       0.02645933
0.72986496        2.34826118       0.02502988
0.72986496        2.41172769       0.02348283
0.72986496        2.47519421       0.02182568
0.72986496        2.53866073       0.02006640
0.72986496        2.60212725       0.01784914
0.72986496        2.66559377       0.01554245
0.72986496        2.72906028       0.01331374
0.72986496        2.79252680       0.01115235
0.72986496        2.85599332       0.00904772
0.72986496        2.91945984       0.00698936
0.72986496        2.98292636       0.00496686
0.72986496        3.04639288       0.00296991
0.72986496        3.10985939       0.00098827
0.72986496        3.17332591       0.00098827
0.72986496        3.23679243       0.00296991
0.72986496        3.30025895       0.00496686
0.72986496        3.36372547       0.00698936
0.72986496        3.42719199       0.00904772
0.72986496        3.49065850       0.01115235
0.72986496        3.55412502       0.01331374
0.72986496        3.61759154       0.01554245
0.72986496        3.68105806       0.01784914
0.72986496        3.74452458       0.02006640
0.72986496        3.80799110       0.02182568
0.72986496        3.87145761       0.02348283
0.72986496        3.93492413       0.02502988
0.72986496        3.99839065       0.02645933
0.72986496        4.06185717       0.02776416
0.72986496        4.12532369       0.02893790
0.72986496        4.18879020       0.02997460
0.72986496        4.25225672       0.03086892
0.72986496        4.31572324       0.03161614
0.72986496        4.37918976       0.03221218
0.72986496        4.44265628       0.03265364
0.72986496        4.50612280       0.03293784
0.72986496        4.56958931       0.03306288
0.72986496        4.63305583       0.03302763
0.72986496        4.69652235       0.03283187
0.72986496        4.75998887       0.03247628
0.72986496        4.82345539       0.03196258
